9.981e-06,	1,	8400
8.046e-06,	2,	8400
6.929e-06,	3,	8400
1.1788e-05,	4,	8400
7.805e-06,	5,	8400
7.153e-06,	6,	8400
7.161e-06,	7,	8400
6.914e-06,	8,	8400
6.934e-06,	9,	8400
7.035e-06,	10,	8400
7.11e-06,	11,	8400
7.117e-06,	12,	8400
