3, 0.068811
7, 0.951587
11, 4.472292
15, 13.827965
3, 0.069086
7, 0.951844
11, 4.479839
15, 13.816261
3, 0.068669
7, 0.953236
11, 4.473542
15, 13.840389
3, 0.068784
7, 0.953111
11, 4.475925
15, 13.813312
3, 0.068722
7, 0.966125
11, 4.476618
15, 13.814793
3, 0.068505
7, 0.952328
11, 4.469597
15, 13.822449
3, 0.069101
7, 0.951386
11, 4.485585
15, 13.859239
3, 0.068630
7, 0.952998
11, 4.482791
15, 13.846136
3, 0.068521
7, 0.958681
11, 4.474230
15, 13.831625
3, 0.068378
7, 0.953378
11, 4.481011
15, 13.858815
3, 0.068938
7, 0.953982
11, 4.479638
15, 13.851381
3, 0.068652
7, 0.951075
11, 4.476599
15, 13.828062
3, 0.068448
7, 0.952567
11, 4.488182
15, 13.820890
3, 0.068716
7, 0.953019
11, 4.469696
15, 13.839096
3, 0.068735
7, 0.958909
11, 4.470612
15, 13.852177
3, 0.069027
7, 0.957532
11, 4.472816
15, 13.831573
3, 0.068737
7, 0.952324
11, 4.480554
15, 13.838425
3, 0.068617
7, 0.952723
11, 4.476830
15, 13.845508
3, 0.068743
7, 0.953436
11, 4.478064
15, 13.828920
3, 0.068415
7, 0.953435
11, 4.471979
15, 13.814268
