6.58e-06,	1,	8400
6.3e-06,	2,	8400
6.57e-06,	3,	8400
6.27e-06,	4,	8400
6.32e-06,	5,	8400
6.3e-06,	6,	8400
6.31e-06,	7,	8400
6.29e-06,	8,	8400
6.33e-06,	9,	8400
6.32e-06,	10,	8400
7.56e-06,	11,	8400
7.35e-06,	12,	8400
