8, 51.311432, 0.000000, 0.000000, 0.000136, 0.000000
16, 25.820786, 0.000000, 0.000000, 0.000068, 0.000000
24, 16.833446, 0.000000, 0.000000, 0.000045, 0.000000
32, 16.113686, 0.000000, 0.000000, 0.000043, 0.000000
40, 13.245997, 0.000000, 0.000000, 0.000035, 0.000000
48, 13.197161, 0.000000, 0.000000, 0.000035, 0.000000
8, 57.324079, 0.000000, 0.000000, 0.000152, 0.000000
16, 26.398090, 0.000000, 0.000000, 0.000070, 0.000000
24, 24.261626, 0.000000, 0.000000, 0.000064, 0.000000
32, 18.763061, 0.000000, 0.000000, 0.000050, 0.000000
40, 18.250786, 0.000000, 0.000000, 0.000048, 0.000000
48, 30.417618, 0.000000, 0.000000, 0.000080, 0.000000
8, 55.296026, 0.000000, 0.000000, 0.000146, 0.000000
16, 23.257615, 0.000000, 0.000000, 0.000062, 0.000000
24, 17.828790, 0.000000, 0.000000, 0.000047, 0.000000
32, 14.232262, 0.000000, 0.000000, 0.000038, 0.000000
40, 13.289518, 0.000000, 0.000000, 0.000035, 0.000000
48, 11.930974, 0.000000, 0.000000, 0.000032, 0.000000
8, 47.393348, 0.000000, 0.000000, 0.000125, 0.000000
16, 22.625447, 0.000000, 0.000000, 0.000060, 0.000000
24, 19.177363, 0.000000, 0.000000, 0.000051, 0.000000
32, 13.346123, 0.000000, 0.000000, 0.000035, 0.000000
40, 13.039924, 0.000000, 0.000000, 0.000034, 0.000000
48, 11.534270, 0.000000, 0.000000, 0.000031, 0.000000
8, 47.243621, 0.000000, 0.000000, 0.000125, 0.000000
16, 22.597594, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.306965, 0.000000, 0.000000, 0.000040, 0.000000
32, 14.451281, 0.000000, 0.000000, 0.000038, 0.000000
40, 12.370442, 0.000000, 0.000000, 0.000033, 0.000000
48, 12.024303, 0.000000, 0.000000, 0.000032, 0.000000
8, 46.381510, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.651386, 0.000000, 0.000000, 0.000060, 0.000000
24, 17.317104, 0.000000, 0.000000, 0.000046, 0.000000
32, 13.792126, 0.000000, 0.000000, 0.000036, 0.000000
40, 13.013399, 0.000000, 0.000000, 0.000034, 0.000000
48, 10.745256, 0.000000, 0.000000, 0.000028, 0.000000
8, 46.406064, 0.000000, 0.000000, 0.000123, 0.000000
16, 22.616249, 0.000000, 0.000000, 0.000060, 0.000000
24, 16.446960, 0.000000, 0.000000, 0.000044, 0.000000
32, 13.953471, 0.000000, 0.000000, 0.000037, 0.000000
40, 12.999217, 0.000000, 0.000000, 0.000034, 0.000000
48, 12.199120, 0.000000, 0.000000, 0.000032, 0.000000
8, 46.184118, 0.000000, 0.000000, 0.000122, 0.000000
16, 22.700705, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.205025, 0.000000, 0.000000, 0.000040, 0.000000
32, 13.126897, 0.000000, 0.000000, 0.000035, 0.000000
40, 12.841311, 0.000000, 0.000000, 0.000034, 0.000000
48, 12.903221, 0.000000, 0.000000, 0.000034, 0.000000
8, 46.148224, 0.000000, 0.000000, 0.000122, 0.000000
16, 22.938137, 0.000000, 0.000000, 0.000061, 0.000000
24, 15.494953, 0.000000, 0.000000, 0.000041, 0.000000
32, 13.063921, 0.000000, 0.000000, 0.000035, 0.000000
40, 12.750027, 0.000000, 0.000000, 0.000034, 0.000000
48, 10.597071, 0.000000, 0.000000, 0.000028, 0.000000
8, 46.720966, 0.000000, 0.000000, 0.000124, 0.000000
16, 22.625128, 0.000000, 0.000000, 0.000060, 0.000000
24, 15.164210, 0.000000, 0.000000, 0.000040, 0.000000
32, 13.602708, 0.000000, 0.000000, 0.000036, 0.000000
40, 12.437589, 0.000000, 0.000000, 0.000033, 0.000000
48, 10.680335, 0.000000, 0.000000, 0.000028, 0.000000
